id,full_address,street,city,province,postal_code,country,latitude,longitude,address_type,notes,created_at
534,"Jalan Sadang Serang No. 9
Pematangsiantar, JI 00388",Gang Antapani Lama No. 169,Binjai,Sumatera Utara,93088,Indonesia,,,Registered Office,,2026-01-15 14:25:14.553633+00
535,"Jalan Lembong No. 47
Sabang, Jawa Timur 72381",Jl. PHH. Mustofa No. 592,Cilegon,Banten,43000,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
536,"Gg. Cihampelas No. 52
Batu, NB 15522",Gang Cikutra Barat No. 0,Jakarta Pusat,DKI Jakarta,18515,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
537,"Gg. Sentot Alibasa No. 6
Bandung, Sumatera Utara 15051",Jalan Cikutra Timur No. 5,Pematang Siantar,Sumatera Utara,51441,Indonesia,,96.32408320849994,Pabrik,,2026-01-15 14:25:14.553633+00
538,"Jl. Rumah Sakit No. 8
Pekanbaru, Sulawesi Selatan 88774",Gg. Cihampelas No. 15,Palembang,Sumatera Selatan,83716,Indonesia,3.0676792449030508,,Showroom,,2026-01-15 14:25:14.553633+00
539,"Gang Jend. Sudirman No. 785
Bukittinggi, AC 88775",Gg. Pacuan Kuda No. 8,Bontang,Kalimantan Timur,67836,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
540,"Jalan Surapati No. 002
Gorontalo, SS 55428",Jalan Jend. A. Yani No. 4,Palopo,Sulawesi Selatan,25669,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
541,"Gg. Lembong No. 169
Blitar, Kalimantan Tengah 35427",Jalan Cikutra Timur No. 4,Kediri,Jawa Timur,07471,Indonesia,-5.781555726895111,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
542,"Gang R.E Martadinata No. 41
Pematangsiantar, Banten 07570",Jalan KH Amin Jasuta No. 496,Gianyar,Bali,44333,Indonesia,,114.884231108714,Gudang,,2026-01-15 14:25:14.553633+00
543,"Gang Dr. Djunjunan No. 9
Tasikmalaya, Jawa Barat 35825",Gang Ahmad Dahlan No. 21,Gianyar,Bali,28805,Indonesia,-4.606763722511293,,Pabrik,,2026-01-15 14:25:14.553633+00
544,"Jalan Sadang Serang No. 3
Medan, Kalimantan Tengah 19048",Jalan Ahmad Dahlan No. 77,Medan,Sumatera Utara,07838,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
545,"Gang KH Amin Jasuta No. 1
Semarang, Kepulauan Bangka Belitung 57342",Gang Lembong No. 971,Jakarta Utara,DKI Jakarta,67643,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
546,"Gg. H.J Maemunah No. 3
Kendari, BB 43758",Gg. Rajawali Barat No. 115,Bengkalis,Riau,55791,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
547,"Jalan Kebonjati No. 1
Tual, Kalimantan Tengah 10900",Gg. Waringin No. 661,Jakarta Selatan,DKI Jakarta,10494,Indonesia,1.706077731890364,95.65666754886993,Kantor Pusat,,2026-01-15 14:25:14.553633+00
548,"Jl. M.T Haryono No. 925
Prabumulih, YO 02682",Gang Cihampelas No. 33,Pekanbaru,Riau,30819,Indonesia,,,Gudang,,2026-01-15 14:25:14.553633+00
549,"Jalan Antapani Lama No. 1
Madiun, Banten 37232",Gang Ir. H. Djuanda No. 2,Tangerang Selatan,Banten,12648,Indonesia,,137.26566922320166,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
550,"Gang Pacuan Kuda No. 54
Pangkalpinang, PB 65637",Jl. Dr. Djunjunan No. 1,Depok,Jawa Barat,43749,Indonesia,-7.0784893797763,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
551,"Jl. HOS. Cokroaminoto No. 619
Probolinggo, YO 17120",Jalan Jend. Sudirman No. 585,Yogyakarta,Yogyakarta,02360,Indonesia,-5.204833008125225,,Gudang,,2026-01-15 14:25:14.553633+00
552,"Gang Dr. Djunjunan No. 5
Kota Administrasi Jakarta Timur, Papua 80623",Gang Monginsidi No. 7,Gianyar,Bali,07699,Indonesia,,137.23411580478762,Pabrik,,2026-01-15 14:25:14.553633+00
553,"Jalan Moch. Ramdan No. 5
Purwokerto, NB 05363",Jl. Cikapayang No. 378,Dumai,Riau,69184,Indonesia,5.414433391728167,,Pabrik,,2026-01-15 14:25:14.553633+00
554,"Jl. Abdul Muis No. 305
Jayapura, DI Yogyakarta 80119",Jalan Rajawali Timur No. 46,Gianyar,Bali,19974,Indonesia,-4.1002729063523145,,Gudang,,2026-01-15 14:25:14.553633+00
555,"Gang Moch. Ramdan No. 8
Singkawang, LA 15388",Jalan Pasir Koja No. 464,Bandung,Jawa Barat,99125,Indonesia,4.072595932687243,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
556,"Gg. Jend. A. Yani No. 6
Pasuruan, LA 87886",Jalan Ronggowarsito No. 314,Prabumulih,Sumatera Selatan,18220,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
557,"Gg. Kutisari Selatan No. 779
Kota Administrasi Jakarta Utara, Kalimantan Selatan 74476",Gg. BKR No. 294,Dumai,Riau,63630,Indonesia,,102.79815451875655,Pabrik,,2026-01-15 14:25:14.553633+00
558,"Jl. Pacuan Kuda No. 24
Banjar, MU 89742",Jl. Siliwangi No. 02,Medan,Sumatera Utara,20393,Indonesia,,108.21653560732406,Showroom,,2026-01-15 14:25:14.553633+00
559,"Jl. Suryakencana No. 59
Banjar, SG 77450",Gang Otto Iskandardinata No. 0,Pekanbaru,Riau,31259,Indonesia,,138.0550591933706,Kantor Pusat,,2026-01-15 14:25:14.553633+00
560,"Gg. Kendalsari No. 03
Meulaboh, KU 22845",Gang Medokan Ayu No. 555,Tangerang Selatan,Banten,92381,Indonesia,3.43236136439927,,Registered Office,,2026-01-15 14:25:14.553633+00
561,"Jalan Stasiun Wonokromo No. 67
Tasikmalaya, Sulawesi Tengah 81975",Jl. Rajiman No. 852,Semarang,Jawa Tengah,83621,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
562,"Gg. Joyoboyo No. 766
Bengkulu, SR 43838",Gang Siliwangi No. 41,Cimahi,Jawa Barat,08290,Indonesia,2.3352189131451233,,Registered Office,,2026-01-15 14:25:14.553633+00
563,"Jalan Astana Anyar No. 499
Lubuklinggau, KI 41845",Gg. Moch. Ramdan No. 0,Gianyar,Bali,88383,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
564,"Jalan Kutai No. 810
Cilegon, Sulawesi Tenggara 28150",Jl. Sadang Serang No. 4,Bogor,Jawa Barat,08895,Indonesia,,100.95921323358678,Kantor Pusat,,2026-01-15 14:25:14.553633+00
565,"Jl. Raya Setiabudhi No. 760
Pekanbaru, SS 66401",Gang Rajawali Timur No. 808,Samarinda,Kalimantan Timur,34768,Indonesia,,115.12866863304913,Gudang,,2026-01-15 14:25:14.553633+00
566,"Jl. Ahmad Dahlan No. 027
Pontianak, Sulawesi Tenggara 43574",Gang Kebonjati No. 22,Denpasar,Bali,47945,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:14.553633+00
567,"Jalan KH Amin Jasuta No. 0
Lhokseumawe, Sulawesi Utara 17251",Gang Suryakencana No. 1,Medan,Sumatera Utara,26476,Indonesia,,111.55946515367103,Registered Office,,2026-01-15 14:25:14.553633+00
568,"Gg. Joyoboyo No. 9
Kota Administrasi Jakarta Barat, AC 38178",Gg. Suryakencana No. 588,Bantul,Yogyakarta,31086,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
569,"Gg. Laswi No. 68
Medan, Nusa Tenggara Barat 41117",Jl. Otto Iskandardinata No. 5,Gianyar,Bali,28382,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:14.553633+00
570,"Gg. Veteran No. 0
Pariaman, SU 14247",Jl. Laswi No. 2,Sidoarjo,Jawa Timur,60454,Indonesia,-3.507286625031284,,Registered Office,,2026-01-15 14:25:14.553633+00
571,"Gg. Moch. Ramdan No. 382
Palembang, Sumatera Selatan 42763",Jl. Jayawijaya No. 7,Bantul,Yogyakarta,61186,Indonesia,0.24176989505772184,112.7947106758654,Gudang,,2026-01-15 14:25:14.553633+00
572,"Jalan Yos Sudarso No. 6
Cirebon, KS 19708",Gang Ronggowarsito No. 76,Jakarta Pusat,DKI Jakarta,93675,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
573,"Gang Abdul Muis No. 833
Bekasi, Jambi 63934",Jalan Siliwangi No. 1,Jakarta Barat,DKI Jakarta,35297,Indonesia,-7.693143877696208,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
574,"Jl. Asia Afrika No. 0
Langsa, BE 20685",Gg. Rumah Sakit No. 525,Palopo,Sulawesi Selatan,81228,Indonesia,,113.77051742474734,Registered Office,,2026-01-15 14:25:14.553633+00
575,"Gang Gedebage Selatan No. 9
Pangkalpinang, Kalimantan Timur 71719",Gang Kebonjati No. 5,Surabaya,Jawa Timur,31428,Indonesia,,129.20428312782127,Showroom,,2026-01-15 14:25:14.553633+00
576,"Jalan Wonoayu No. 09
Pasuruan, KS 87679",Gg. M.T Haryono No. 42,Sleman,Yogyakarta,28281,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
577,"Gang H.J Maemunah No. 264
Payakumbuh, SS 12235",Jalan Tubagus Ismail No. 27,Makassar,Sulawesi Selatan,58855,Indonesia,,,Registered Office,,2026-01-15 14:25:14.553633+00
578,"Gg. Wonoayu No. 7
Bukittinggi, GO 96601",Jl. Pasirkoja No. 46,Bontang,Kalimantan Timur,52692,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
579,"Gg. Ahmad Dahlan No. 86
Bitung, Sulawesi Barat 92051",Gang BKR No. 7,Jakarta Barat,DKI Jakarta,46439,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
580,"Jalan Rumah Sakit No. 2
Lubuklinggau, NT 17431",Gang Moch. Ramdan No. 49,Palembang,Sumatera Selatan,46500,Indonesia,,119.10864891087918,Kantor Cabang,,2026-01-15 14:25:14.553633+00
581,"Jalan Joyoboyo No. 5
Tual, Sumatera Utara 73613",Gg. S. Parman No. 2,Pekanbaru,Riau,89572,Indonesia,-3.538807557690472,,Showroom,,2026-01-15 14:25:14.553633+00
582,"Jl. Rumah Sakit No. 0
Sorong, Maluku 21598",Gg. Gardujati No. 944,Dumai,Riau,15086,Indonesia,,109.94655336833324,Showroom,,2026-01-15 14:25:14.553633+00
583,"Jalan Cihampelas No. 4
Solok, BA 14515",Jalan Abdul Muis No. 945,Semarang,Jawa Tengah,42057,Indonesia,,120.61174920500031,Kantor Cabang,,2026-01-15 14:25:14.553633+00
584,"Jalan Waringin No. 004
Padang Sidempuan, Jawa Timur 98228",Jalan Kendalsari No. 3,Bengkalis,Riau,81451,Indonesia,,96.61962400249428,Gudang,,2026-01-15 14:25:14.553633+00
585,"Jalan Astana Anyar No. 038
Jambi, Maluku 71162",Gg. Cikutra Barat No. 8,Magelang,Jawa Tengah,29433,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
586,"Jalan Jakarta No. 534
Sukabumi, LA 54220",Gg. Kapten Muslihat No. 613,Kediri,Jawa Timur,29380,Indonesia,-3.7180707636793375,118.17470400705079,Gudang,,2026-01-15 14:25:14.553633+00
587,"Gang Cihampelas No. 093
Pariaman, GO 10556",Jalan Ronggowarsito No. 24,Pematang Siantar,Sumatera Utara,74966,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:14.553633+00
588,"Jl. Kebonjati No. 952
Sukabumi, Aceh 80372",Gang Joyoboyo No. 441,Sleman,Yogyakarta,30159,Indonesia,4.5002586332374115,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
589,"Gg. Sentot Alibasa No. 1
Metro, LA 80440",Jalan Ahmad Yani No. 6,Jakarta Pusat,DKI Jakarta,14360,Indonesia,3.8804094121435053,,Registered Office,,2026-01-15 14:25:14.553633+00
590,"Gang Kendalsari No. 1
Bontang, YO 03202",Gang KH Amin Jasuta No. 9,Badung,Bali,55180,Indonesia,,,Registered Office,,2026-01-15 14:25:14.553633+00
591,"Jalan Ir. H. Djuanda No. 03
Balikpapan, MU 00885",Gg. Bangka Raya No. 798,Dumai,Riau,00534,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
592,"Gang Gegerkalong Hilir No. 5
Tegal, JI 26839",Jalan Cikutra Timur No. 925,Samarinda,Kalimantan Timur,05168,Indonesia,-5.359132037407534,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
593,"Jl. Kutai No. 759
Sukabumi, KT 00758",Jl. BKR No. 6,Parepare,Sulawesi Selatan,92732,Indonesia,-0.1649069371529741,,Kantor Cabang,,2026-01-15 14:25:14.553633+00
594,"Gg. Rajiman No. 22
Metro, Sulawesi Utara 55339",Jl. Raya Setiabudhi No. 2,Depok,Jawa Barat,12630,Indonesia,,,Gudang,,2026-01-15 14:25:14.553633+00
595,"Jl. Wonoayu No. 2
Medan, RI 60307",Gang Asia Afrika No. 86,Prabumulih,Sumatera Selatan,41429,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
596,"Jalan Sukabumi No. 0
Tegal, PB 86400",Gang Ciumbuleuit No. 347,Palembang,Sumatera Selatan,05629,Indonesia,-7.868335442282612,110.86286954981985,Pabrik,,2026-01-15 14:25:14.553633+00
597,"Jalan Rajawali Timur No. 3
Kediri, KS 38641",Jalan Veteran No. 694,Lubuklinggau,Sumatera Selatan,90035,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
598,"Jl. Kapten Muslihat No. 347
Pontianak, Sulawesi Tengah 47213",Gg. Kebonjati No. 4,Lubuklinggau,Sumatera Selatan,07498,Indonesia,5.081990801465498,107.71900442206629,Registered Office,,2026-01-15 14:25:14.553633+00
599,"Jl. Pasir Koja No. 8
Bandar Lampung, Sulawesi Utara 34491",Jalan Raya Ujungberung No. 8,Malang,Jawa Timur,25296,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
600,"Jalan Sadang Serang No. 4
Parepare, Sulawesi Utara 03449",Jl. Kiaracondong No. 859,Kediri,Jawa Timur,60473,Indonesia,,,Gudang,,2026-01-15 14:25:14.553633+00
601,"Gg. Cihampelas No. 34
Gorontalo, Kalimantan Timur 07383",Gang BKR No. 35,Tangerang,Banten,34771,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
602,"Gang Bangka Raya No. 5
Kota Administrasi Jakarta Timur, Nusa Tenggara Barat 58658",Jalan Cihampelas No. 55,Bengkalis,Riau,23842,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
603,"Jalan Peta No. 5
Sukabumi, Maluku Utara 13738",Jl. Suryakencana No. 127,Bantul,Yogyakarta,10989,Indonesia,2.64588130091766,110.39138634665707,Pabrik,,2026-01-15 14:25:14.553633+00
604,"Gang Suryakencana No. 649
Serang, Aceh 27885",Gang Bangka Raya No. 47,Sleman,Yogyakarta,71261,Indonesia,,124.93003460338794,Showroom,,2026-01-15 14:25:14.553633+00
605,"Gg. Cikutra Timur No. 3
Medan, DKI Jakarta 27679",Gg. Raya Setiabudhi No. 92,Bontang,Kalimantan Timur,95831,Indonesia,,99.27961083053742,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
606,"Jl. KH Amin Jasuta No. 76
Dumai, MU 28197",Gang Dipatiukur No. 66,Sleman,Yogyakarta,13222,Indonesia,-2.82772010035443,,Gudang,,2026-01-15 14:25:14.553633+00
607,"Jl. HOS. Cokroaminoto No. 294
Semarang, Lampung 01357",Jalan Wonoayu No. 0,Samarinda,Kalimantan Timur,36545,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
608,"Gg. PHH. Mustofa No. 20
Bandar Lampung, RI 71229",Jl. Rungkut Industri No. 754,Cilegon,Banten,66145,Indonesia,2.250564966214677,123.84328933981166,Pabrik,,2026-01-15 14:25:14.553633+00
609,"Jl. Pasirkoja No. 301
Kota Administrasi Jakarta Pusat, Banten 73374",Jalan Rungkut Industri No. 088,Serang,Banten,77873,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:14.553633+00
610,"Gang Jakarta No. 99
Tanjungpinang, Sumatera Barat 08161",Gg. Siliwangi No. 226,Jakarta Utara,DKI Jakarta,01085,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
611,"Jalan Ciumbuleuit No. 59
Banjar, Jambi 69190",Gg. Kapten Muslihat No. 94,Yogyakarta,Yogyakarta,14633,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
612,"Gg. Dipenogoro No. 2
Tebingtinggi, Sumatera Selatan 03648",Gang Kiaracondong No. 559,Gresik,Jawa Timur,59716,Indonesia,-4.293955588805252,,Pabrik,,2026-01-15 14:25:14.553633+00
613,"Gg. Lembong No. 4
Tomohon, KS 95911",Gg. Laswi No. 1,Sleman,Yogyakarta,53258,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
614,"Gang Asia Afrika No. 5
Cimahi, Kalimantan Tengah 91576",Gang Pelajar Pejuang No. 005,Tangerang,Banten,65800,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
615,"Jalan Gegerkalong Hilir No. 649
Bau-Bau, Nusa Tenggara Timur 59291",Jl. Lembong No. 25,Cilegon,Banten,78773,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
616,"Gg. Rumah Sakit No. 4
Sukabumi, Jawa Tengah 08659",Jalan Monginsidi No. 24,Serang,Banten,62474,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
617,"Jl. Ciumbuleuit No. 6
Kupang, Sulawesi Tengah 09034",Jl. M.H Thamrin No. 0,Samarinda,Kalimantan Timur,10422,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:14.553633+00
618,"Jl. H.J Maemunah No. 19
Makassar, Papua Barat 80691",Jalan Pasirkoja No. 83,Makassar,Sulawesi Selatan,13634,Indonesia,,,Registered Office,,2026-01-15 14:25:14.553633+00
619,"Gg. Suniaraja No. 7
Solok, Kepulauan Riau 24959",Gang Pacuan Kuda No. 3,Pematang Siantar,Sumatera Utara,16173,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
620,"Gg. Kendalsari No. 9
Palembang, Banten 12024",Jl. Pasteur No. 569,Jakarta Selatan,DKI Jakarta,96760,Indonesia,,,Gudang,,2026-01-15 14:25:14.553633+00
621,"Gg. Jend. A. Yani No. 342
Tanjungpinang, Banten 15777",Gang Medokan Ayu No. 26,Pekanbaru,Riau,17204,Indonesia,,105.69048418271643,Kantor Pusat,,2026-01-15 14:25:14.553633+00
622,"Jalan Rungkut Industri No. 75
Sukabumi, MU 68073",Jl. Lembong No. 7,Jakarta Timur,DKI Jakarta,05566,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
623,"Gang Lembong No. 982
Salatiga, Kalimantan Utara 98202",Gang Wonoayu No. 3,Karawang,Jawa Barat,95103,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:14.553633+00
624,"Gg. Bangka Raya No. 889
Tangerang, Sulawesi Utara 89971",Jalan Ir. H. Djuanda No. 8,Salatiga,Jawa Tengah,07019,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
625,"Jalan Abdul Muis No. 26
Kupang, SR 02240",Jl. Tebet Barat Dalam No. 46,Surabaya,Jawa Timur,74989,Indonesia,4.0134076641598,,Gudang,,2026-01-15 14:25:14.553633+00
626,"Gg. Gedebage Selatan No. 0
Manado, SS 98665",Jl. Sukajadi No. 1,Palembang,Sumatera Selatan,64018,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
627,"Jalan Suniaraja No. 45
Bontang, Aceh 85300",Gang Sukabumi No. 961,Jakarta Selatan,DKI Jakarta,97560,Indonesia,,,Registered Office,,2026-01-15 14:25:14.553633+00
628,"Gg. Jakarta No. 5
Palopo, Jawa Tengah 10477",Gang Suniaraja No. 05,Kediri,Jawa Timur,66240,Indonesia,2.225412309661131,112.78152129752576,Showroom,,2026-01-15 14:25:14.553633+00
629,"Jalan Jend. A. Yani No. 576
Binjai, Sulawesi Tengah 13817",Gg. Bangka Raya No. 6,Pekanbaru,Riau,91841,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
630,"Jalan Waringin No. 0
Singkawang, Sulawesi Selatan 51633",Gang Kebonjati No. 09,Tangerang,Banten,89577,Indonesia,,118.48540783465026,Showroom,,2026-01-15 14:25:14.553633+00
631,"Jl. Pacuan Kuda No. 2
Tasikmalaya, GO 94522",Jl. Jamika No. 59,Surabaya,Jawa Timur,87299,Indonesia,,98.3501249300214,Kantor Cabang,,2026-01-15 14:25:14.553633+00
632,"Gg. PHH. Mustofa No. 2
Blitar, BT 47730",Gg. Sukabumi No. 569,Medan,Sumatera Utara,73856,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
633,"Jalan Waringin No. 1
Pekanbaru, Maluku Utara 82064",Jl. Cikutra Timur No. 8,Samarinda,Kalimantan Timur,00617,Indonesia,5.474765227804772,97.20652875439698,Kantor Pusat,,2026-01-15 14:25:14.553633+00
634,"Gang Dr. Djunjunan No. 9
Kota Administrasi Jakarta Barat, KU 14055",Gang Erlangga No. 187,Badung,Bali,66373,Indonesia,,,Registered Office,,2026-01-15 14:25:14.553633+00
635,"Gang Lembong No. 75
Tarakan, PA 27082",Jl. Cempaka No. 1,Dumai,Riau,78416,Indonesia,5.287204810144493,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
636,"Gang Kendalsari No. 6
Pematangsiantar, YO 12283",Gg. Ahmad Yani No. 843,Prabumulih,Sumatera Selatan,34251,Indonesia,-0.8442118441655015,,Showroom,,2026-01-15 14:25:14.553633+00
637,"Jalan Dipenogoro No. 23
Batam, Kepulauan Bangka Belitung 25653",Jalan Rumah Sakit No. 904,Gianyar,Bali,34882,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
638,"Jl. Otto Iskandardinata No. 7
Sabang, Kepulauan Riau 44209",Gg. Jayawijaya No. 2,Denpasar,Bali,82177,Indonesia,,108.02763972239286,Kantor Cabang,,2026-01-15 14:25:14.553633+00
639,"Gg. Laswi No. 244
Sabang, Kalimantan Utara 50418",Jalan Jayawijaya No. 19,Palopo,Sulawesi Selatan,38915,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
640,"Jalan Soekarno Hatta No. 687
Semarang, PA 04340",Jl. Cihampelas No. 9,Solo,Jawa Tengah,85138,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
641,"Gang Pacuan Kuda No. 28
Bogor, Sumatera Utara 36474",Gang Antapani Lama No. 782,Prabumulih,Sumatera Selatan,37064,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
642,"Gang Pacuan Kuda No. 5
Parepare, RI 54454",Gang Laswi No. 7,Bengkalis,Riau,59848,Indonesia,,,Registered Office,,2026-01-15 14:25:14.553633+00
643,"Gang Dipatiukur No. 93
Pontianak, KI 94902",Jalan Tebet Barat Dalam No. 357,Bekasi,Jawa Barat,41510,Indonesia,,,Gudang,,2026-01-15 14:25:14.553633+00
644,"Jl. Peta No. 91
Palu, Maluku Utara 34255",Jl. Laswi No. 507,Bontang,Kalimantan Timur,31916,Indonesia,,135.98989664818788,Gudang,,2026-01-15 14:25:14.553633+00
645,"Jl. Gedebage Selatan No. 0
Tangerang, Sulawesi Tenggara 56519",Gang Rawamangun No. 556,Bontang,Kalimantan Timur,32502,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:14.553633+00
646,"Gg. M.T Haryono No. 5
Tebingtinggi, YO 42790",Jl. Ahmad Dahlan No. 43,Medan,Sumatera Utara,78122,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
647,"Jalan H.J Maemunah No. 14
Malang, Sulawesi Tenggara 61918",Jl. Sadang Serang No. 0,Tangerang Selatan,Banten,56160,Indonesia,,129.57225433678278,Showroom,,2026-01-15 14:25:14.553633+00
648,"Jl. Pasir Koja No. 582
Tidore Kepulauan, Kepulauan Bangka Belitung 62265",Gang Cikutra Barat No. 7,Jakarta Pusat,DKI Jakarta,55476,Indonesia,3.5680343957287945,,Pabrik,,2026-01-15 14:25:14.553633+00
649,"Jalan Ciwastra No. 1
Kendari, Kepulauan Riau 49191",Jalan Cihampelas No. 00,Badung,Bali,96359,Indonesia,-2.7604268039019892,137.2297456600793,Gudang,,2026-01-15 14:25:14.553633+00
650,"Jalan Pasir Koja No. 318
Batu, SG 28699",Gg. Kutisari Selatan No. 4,Parepare,Sulawesi Selatan,97153,Indonesia,,105.2678878782227,Gudang,,2026-01-15 14:25:14.553633+00
651,"Jalan Rumah Sakit No. 2
Parepare, JK 19571",Gang H.J Maemunah No. 25,Binjai,Sumatera Utara,81170,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
652,"Jl. Kebonjati No. 709
Cimahi, Kalimantan Tengah 43772",Jl. Surapati No. 6,Solo,Jawa Tengah,23954,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
653,"Jalan Siliwangi No. 731
Bogor, Kepulauan Bangka Belitung 36393",Jalan Veteran No. 718,Yogyakarta,Yogyakarta,76873,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
654,"Gg. Kendalsari No. 357
Sukabumi, Sulawesi Tenggara 53448",Gg. Antapani Lama No. 93,Cilegon,Banten,44289,Indonesia,,98.60193892968559,Kantor Perwakilan,,2026-01-15 14:25:14.553633+00
655,"Gang Abdul Muis No. 8
Bontang, DKI Jakarta 58786",Jl. Veteran No. 10,Bengkalis,Riau,09179,Indonesia,,,Pabrik,,2026-01-15 14:25:14.553633+00
656,"Jalan Tebet Barat Dalam No. 8
Bima, NT 22281",Jl. Jend. Sudirman No. 3,Sleman,Yogyakarta,18953,Indonesia,,97.50343269461821,Registered Office,,2026-01-15 14:25:14.553633+00
657,"Jl. K.H. Wahid Hasyim No. 342
Pangkalpinang, Papua 63116",Jl. Tubagus Ismail No. 97,Semarang,Jawa Tengah,72580,Indonesia,,,Registered Office,,2026-01-15 14:25:14.553633+00
658,"Jl. Rajawali Barat No. 3
Pontianak, PB 05632",Jalan Ir. H. Djuanda No. 56,Parepare,Sulawesi Selatan,70142,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
659,"Gang Sadang Serang No. 370
Binjai, KT 54456",Gg. Cihampelas No. 25,Surabaya,Jawa Timur,44086,Indonesia,,,Gudang,,2026-01-15 14:25:14.553633+00
660,"Jl. Astana Anyar No. 46
Depok, Kalimantan Tengah 38864",Jalan Yos Sudarso No. 997,Bantul,Yogyakarta,69443,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
661,"Jl. Moch. Toha No. 0
Metro, RI 04447",Gg. Kutisari Selatan No. 91,Jakarta Pusat,DKI Jakarta,36791,Indonesia,,,Registered Office,,2026-01-15 14:25:14.553633+00
662,"Jalan Rawamangun No. 5
Tebingtinggi, BT 36226",Gg. Cikutra Barat No. 25,Yogyakarta,Yogyakarta,83203,Indonesia,,,Showroom,,2026-01-15 14:25:14.553633+00
663,"Gg. Medokan Ayu No. 3
Mojokerto, KU 72166",Gg. Cempaka No. 3,Tangerang Selatan,Banten,62867,Indonesia,,114.3426498280644,Kantor Pusat,,2026-01-15 14:25:14.553633+00
664,"Gang Joyoboyo No. 9
Kota Administrasi Jakarta Pusat, Banten 62263",Gang Astana Anyar No. 25,Bontang,Kalimantan Timur,41239,Indonesia,-1.0092446322563209,,Kantor Pusat,,2026-01-15 14:25:14.553633+00
