id,npwp_masked,name,entity_type,address,status,extra_metadata,created_at
132,51.000.***.***-***.101,CV Indo Mega Niaga,PT Tbk,"Jalan Pasir Koja No. 181
Pontianak, Bengkulu 32935",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
133,52.000.***.***-***.101,CV Permata Terpadu,CV,"Gg. Peta No. 48
Kota Administrasi Jakarta Utara, Kalimantan Selatan 87959",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
134,53.000.***.***-***.101,PD Berlian Berkah Permata,PT Tbk,"Jl. Cikapayang No. 01
Lhokseumawe, SB 89705",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
135,54.000.***.***-***.101,PT Tbk Garuda Terpadu Intan,UD,"Gang Merdeka No. 6
Jayapura, Maluku Utara 36769",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
136,55.000.***.***-***.101,Koperasi Pusaka Buana,CV,"Jalan Yos Sudarso No. 938
Sawahlunto, BA 48073",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
137,56.000.***.***-***.101,PT Tbk Abadi Mandiri,UD,"Gang Kiaracondong No. 3
Banda Aceh, Kalimantan Barat 81373",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
138,57.000.***.***-***.101,PT Tbk Utama Cipta Prima,Firma,"Gang Jend. A. Yani No. 49
Tual, Sulawesi Selatan 28602",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
139,58.000.***.***-***.101,UD Abadi Cipta,PT,"Gg. Laswi No. 7
Binjai, Maluku Utara 83208",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
140,59.000.***.***-***.101,Koperasi Indo Lestari,PT Tbk,"Jl. Ir. H. Djuanda No. 7
Palu, Papua 61217",Non-Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
141,60.000.***.***-***.101,UD Buana Gemilang Sentosa,CV,"Gang Rajawali Barat No. 55
Madiun, BE 33723",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
142,61.000.***.***-***.101,PD Elang Jaya,PT,"Jalan Asia Afrika No. 720
Singkawang, Sulawesi Selatan 88926",Non-Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
143,62.000.***.***-***.101,PD Lestari Usaha,PT,"Gang Monginsidi No. 1
Metro, Sulawesi Utara 82073",Non-Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
144,63.000.***.***-***.101,PD Usaha Terpadu Cipta,PT,"Gg. BKR No. 82
Pekalongan, Bali 64778",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
145,64.000.***.***-***.101,PT Tbk Terpadu Bersama Rajawali,UD,"Jalan Rungkut Industri No. 70
Batam, PB 22247",Non-Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
146,65.000.***.***-***.101,UD Bersama Sinar,PT,"Gg. Dr. Djunjunan No. 6
Tanjungpinang, Aceh 80152",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
147,66.000.***.***-***.101,PT Buana Garuda,CV,"Jalan Surapati No. 4
Palembang, KT 75322",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
148,67.000.***.***-***.101,Perum Makmur Sentosa,PT Tbk,"Gg. Peta No. 24
Bandar Lampung, Jambi 54441",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
149,68.000.***.***-***.101,Perum Utama Mitra Buana,CV,"Gg. Rungkut Industri No. 8
Manado, BA 00346",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
150,69.000.***.***-***.101,PT Pusaka Garuda Abadi,Firma,"Jl. Kebonjati No. 4
Kota Administrasi Jakarta Barat, BA 53162",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
151,70.000.***.***-***.101,UD Sejahtera Berkah Merak,PT,"Gang Dipenogoro No. 0
Sibolga, Maluku 10292",Non-Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
152,71.000.***.***-***.101,Perum Cipta Buana Mitra,CV,"Jl. Wonoayu No. 27
Kupang, BE 59505",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
153,72.000.***.***-***.101,PT Tbk Utama Prima Elang,PT,"Jl. Gegerkalong Hilir No. 717
Bogor, NT 82461",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
154,73.000.***.***-***.101,PT Tbk Sejahtera Berkah Permata,UD,"Jalan Ciumbuleuit No. 25
Payakumbuh, KU 48595",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
155,74.000.***.***-***.101,PD Merak Gemilang Global,Firma,"Jl. M.H Thamrin No. 695
Pekalongan, BE 25555",Dalam Pemeriksaan,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
156,75.000.***.***-***.101,PT Tbk Prima Cipta,PT,"Jalan Rajawali Timur No. 92
Cimahi, Kepulauan Riau 72434",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
157,76.000.***.***-***.101,CV Astra Indo,PT Tbk,"Jalan Laswi No. 2
Padang Sidempuan, JB 20784",Non-Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
158,77.000.***.***-***.101,CV Sentosa Astra Mega,CV,"Jalan Sukabumi No. 0
Bukittinggi, SU 71432",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
159,78.000.***.***-***.101,CV Jaya Rajawali Bersama,CV,"Gang Cihampelas No. 0
Depok, Maluku 59938",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
160,79.000.***.***-***.101,UD Nusantara Utama,PT,"Gang Pelajar Pejuang No. 6
Bukittinggi, JK 81505",Non-Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
161,80.000.***.***-***.101,Firma Jaya Niaga Permata,UD,"Gg. Raya Setiabudhi No. 08
Kota Administrasi Jakarta Pusat, Sumatera Selatan 61245",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
162,81.000.***.***-***.101,Firma Intan Elang Utama,CV,"Gang Moch. Ramdan No. 1
Binjai, KR 57541",Non-Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
163,82.000.***.***-***.101,Perum Merak Gemilang,PT Tbk,"Gang Veteran No. 272
Bengkulu, JA 30733",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
164,83.000.***.***-***.101,PT Terpadu Global,CV,"Jl. Cikutra Barat No. 5
Sabang, Gorontalo 74063",Non-Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
165,84.000.***.***-***.101,UD Mitra Mega,CV,"Gang Jakarta No. 60
Tarakan, Sulawesi Selatan 13965",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
166,85.000.***.***-***.101,UD Sinar Merak,PT,"Jl. Ahmad Dahlan No. 857
Banjar, JI 74073",Non-Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
167,86.000.***.***-***.101,Perum Cipta Niaga,CV,"Jl. Ciwastra No. 28
Pasuruan, Sulawesi Tengah 27358",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
168,87.000.***.***-***.101,Perum Mandiri Global,PT Tbk,"Gang Waringin No. 9
Prabumulih, Kalimantan Selatan 14060",Non-Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
169,88.000.***.***-***.101,CV Nusantara Cipta,PT Tbk,"Jalan Antapani Lama No. 073
Subulussalam, Kalimantan Utara 34223",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
170,89.000.***.***-***.101,CV Utama Elang,UD,"Gg. R.E Martadinata No. 3
Bengkulu, Kalimantan Tengah 36259",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
171,90.000.***.***-***.101,PT Karya Lestari Usaha,PT,"Jalan Kebonjati No. 753
Pontianak, JK 37844",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
172,91.000.***.***-***.101,PT Pusaka Mitra,CV,"Gg. Bangka Raya No. 101
Kendari, BA 70926",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
173,92.000.***.***-***.101,Perum Mega Intan Bersama,Firma,"Gg. R.E Martadinata No. 23
Tomohon, Aceh 10985",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
174,93.000.***.***-***.101,PD Berlian Sinar Gemilang,UD,"Jl. Tebet Barat Dalam No. 9
Kota Administrasi Jakarta Timur, Nusa Tenggara Timur 53370",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
175,94.000.***.***-***.101,Perum Jaya Pusaka,PT Tbk,"Gang Soekarno Hatta No. 13
Padangpanjang, MA 56878",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
176,95.000.***.***-***.101,UD Buana Mitra Berlian,PT,"Gg. Jend. A. Yani No. 154
Sorong, Kalimantan Timur 09322",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
177,96.000.***.***-***.101,Perum Bersama Mega Merak,PT,"Jl. Rajawali Barat No. 181
Bitung, Jawa Barat 11226",Non-Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
178,97.000.***.***-***.101,PD Mandiri Bersama Sinar,UD,"Gg. Dipenogoro No. 258
Bau-Bau, BA 35082",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
179,98.000.***.***-***.101,PT Tbk Makmur Rajawali Berkah,PT Tbk,"Gang Suniaraja No. 6
Samarinda, RI 25902",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
180,99.000.***.***-***.101,PT Tbk Astra Cendana,UD,"Jl. Cempaka No. 093
Dumai, SS 19899",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
181,10.000.***.***-***.102,PT Abadi Niaga,PT,"Jl. Ciwastra No. 99
Yogyakarta, Sulawesi Tengah 98792",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
182,11.000.***.***-***.102,PT Berlian Permata Global,PT,"Jalan Gedebage Selatan No. 94
Tasikmalaya, Jambi 39189",Non-Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
183,12.000.***.***-***.102,PT Permata Makmur,CV,"Gg. Sukajadi No. 076
Banjar, Kalimantan Timur 08469",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
184,13.000.***.***-***.102,PT Jaya Global Berlian,PT,"Gang Monginsidi No. 38
Mataram, KS 23974",Non-Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
185,14.000.***.***-***.102,Koperasi Pusaka Niaga,PT,"Jalan Veteran No. 2
Sukabumi, DKI Jakarta 83061",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
186,15.000.***.***-***.102,Firma Karya Gemilang,Firma,"Jalan Ir. H. Djuanda No. 6
Madiun, SU 30341",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
187,16.000.***.***-***.102,PD Elang Jaya Sentosa,CV,"Jl. Peta No. 343
Bogor, Kepulauan Bangka Belitung 56845",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
188,17.000.***.***-***.102,PT Mandiri Elang,PT,"Jalan Gedebage Selatan No. 1
Surakarta, KB 67602",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
189,18.000.***.***-***.102,Firma Mandiri Berkah,CV,"Jalan Ciwastra No. 859
Kotamobagu, Jawa Timur 49829",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
190,19.000.***.***-***.102,PD Niaga Gemilang Sentosa,UD,"Gg. Otto Iskandardinata No. 9
Lhokseumawe, KR 57398",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
191,20.000.***.***-***.102,PT Tbk Permata Pusaka Astra,Firma,"Jalan Suryakencana No. 26
Palangkaraya, KI 88239",Non-Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
192,21.000.***.***-***.102,PD Buana Lestari Elang,PT Tbk,"Gang Sentot Alibasa No. 6
Banjarmasin, NT 16071",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
193,22.000.***.***-***.102,Koperasi Lestari Rajawali Karya,PT,"Jalan Rungkut Industri No. 6
Pangkalpinang, Riau 94971",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
194,23.000.***.***-***.102,Perum Rajawali Mega Utama,Firma,"Gang Sentot Alibasa No. 283
Dumai, LA 25545",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
195,24.000.***.***-***.102,UD Merak Nusantara,PT Tbk,"Jl. Jayawijaya No. 24
Ambon, KU 36059",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
196,25.000.***.***-***.102,Firma Nusantara Mega Garuda,PT,"Jalan Moch. Toha No. 406
Sungai Penuh, JT 93841",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
197,26.000.***.***-***.102,CV Makmur Mega Rajawali,UD,"Gg. Rajiman No. 130
Palembang, Kalimantan Selatan 07718",Non-Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
198,27.000.***.***-***.102,PD Indo Cipta,Firma,"Gg. Raya Setiabudhi No. 5
Kota Administrasi Jakarta Pusat, JA 42088",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
199,28.000.***.***-***.102,CV Terpadu Niaga,CV,"Gang Ronggowarsito No. 6
Sorong, Jambi 12652",Dalam Pemeriksaan,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
200,29.000.***.***-***.102,PT Tbk Utama Gemilang Lestari,PT,"Jl. Medokan Ayu No. 0
Bekasi, BB 11208",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
201,30.000.***.***-***.102,CV Pusaka Prima Niaga,Firma,"Gg. Stasiun Wonokromo No. 291
Makassar, NB 80742",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
202,31.000.***.***-***.102,PT Karya Buana Lestari,PT,"Jl. Kebonjati No. 57
Kupang, KS 58768",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
203,32.000.***.***-***.102,Koperasi Sentosa Lestari Intan,Firma,"Gg. Kiaracondong No. 370
Kota Administrasi Jakarta Pusat, RI 17581",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
204,33.000.***.***-***.102,Perum Global Intan,PT,"Jl. Rajiman No. 7
Cilegon, JK 00902",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
205,34.000.***.***-***.102,PT Tbk Jaya Astra,UD,"Jl. Ahmad Yani No. 58
Bengkulu, Sumatera Utara 09794",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
206,35.000.***.***-***.102,UD Utama Global,CV,"Jl. M.H Thamrin No. 183
Pematangsiantar, SU 45971",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
207,36.000.***.***-***.102,PT Makmur Berkah,CV,"Jl. Jakarta No. 19
Tidore Kepulauan, JA 23911",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
208,37.000.***.***-***.102,Firma Cipta Terpadu,UD,"Gg. Rajawali Timur No. 71
Palopo, KB 56931",Non-Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
209,38.000.***.***-***.102,Firma Elang Astra Terpadu,Firma,"Jl. Monginsidi No. 872
Blitar, Bengkulu 60319",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
210,39.000.***.***-***.102,Perum Jaya Mega,PT Tbk,"Gg. Rajawali Barat No. 33
Bima, Sulawesi Tengah 84149",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
211,40.000.***.***-***.102,PD Nusantara Cendana,Firma,"Jalan Kapten Muslihat No. 5
Batu, KB 03433",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
212,41.000.***.***-***.102,Koperasi Astra Berlian,Firma,"Jalan Surapati No. 966
Tegal, Maluku 06394",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
213,42.000.***.***-***.102,Perum Permata Buana,PT,"Gg. Abdul Muis No. 4
Lhokseumawe, DI Yogyakarta 89392",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
214,43.000.***.***-***.102,CV Garuda Berkah Nusantara,CV,"Gg. Veteran No. 204
Binjai, NB 05044",Dalam Pemeriksaan,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
215,44.000.***.***-***.102,UD Cipta Prima Merak,PT Tbk,"Jl. Kendalsari No. 251
Banjar, Papua Barat 66270",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
216,45.000.***.***-***.102,PT Garuda Cipta Sinar,CV,"Gg. HOS. Cokroaminoto No. 280
Kota Administrasi Jakarta Timur, Lampung 70388",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
217,46.000.***.***-***.102,PD Intan Indo,PT,"Jl. M.H Thamrin No. 377
Sorong, Sulawesi Barat 30701",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
218,47.000.***.***-***.102,PT Tbk Nusantara Global,CV,"Gang Lembong No. 2
Batu, Kepulauan Riau 44129",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
219,48.000.***.***-***.102,Firma Indo Gemilang,UD,"Jl. Moch. Ramdan No. 17
Pangkalpinang, Sulawesi Selatan 51397",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
220,49.000.***.***-***.102,Koperasi Utama Intan Garuda,PT Tbk,"Gg. Ahmad Dahlan No. 85
Jayapura, JB 77488",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
221,50.000.***.***-***.102,Koperasi Intan Jaya Sejahtera,PT Tbk,"Jl. Laswi No. 9
Tarakan, Sumatera Barat 01949",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
222,51.000.***.***-***.102,PT Sinar Rajawali Sejahtera,Firma,"Jl. Tebet Barat Dalam No. 279
Mataram, KU 25527",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
223,52.000.***.***-***.102,UD Pusaka Mandiri Mitra,PT,"Jalan Stasiun Wonokromo No. 4
Purwokerto, Sulawesi Tengah 63057",Non-Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
224,53.000.***.***-***.102,UD Buana Intan Jaya,Firma,"Gg. H.J Maemunah No. 425
Sabang, SS 32007",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
225,54.000.***.***-***.102,Perum Sejahtera Mitra Global,CV,"Gg. Sentot Alibasa No. 67
Serang, DKI Jakarta 50450",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
226,55.000.***.***-***.102,Perum Permata Jaya,PT,"Jl. Kutisari Selatan No. 393
Salatiga, PA 45910",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
227,56.000.***.***-***.102,PT Cendana Usaha Garuda,UD,"Gg. Bangka Raya No. 04
Sibolga, Sumatera Utara 42297",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
228,57.000.***.***-***.102,PT Karya Sinar,PT,"Jalan Gegerkalong Hilir No. 4
Tanjungbalai, SR 66518",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
229,58.000.***.***-***.102,Perum Berlian Cendana,PT,"Jalan Stasiun Wonokromo No. 9
Tebingtinggi, Sumatera Utara 86701",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
230,59.000.***.***-***.102,CV Permata Merak,PT,"Gg. Sukajadi No. 57
Denpasar, Kalimantan Tengah 65544",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
231,60.000.***.***-***.102,UD Lestari Gemilang,Firma,"Gg. BKR No. 03
Pematangsiantar, SS 76776",Dalam Pemeriksaan,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
232,61.000.***.***-***.102,CV Jaya Cendana Mandiri,PT,"Gang M.T Haryono No. 42
Sorong, Sulawesi Utara 37131",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
233,62.000.***.***-***.102,PD Indo Lestari,PT Tbk,"Gang Waringin No. 72
Cirebon, AC 73935",Dalam Pemeriksaan,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
234,63.000.***.***-***.102,PD Global Cendana Karya,PT Tbk,"Jl. Indragiri No. 6
Banjar, Kalimantan Timur 40714",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
235,64.000.***.***-***.102,Koperasi Merak Garuda Utama,UD,"Jalan Tubagus Ismail No. 9
Tual, Kalimantan Barat 64512",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
236,65.000.***.***-***.102,Perum Makmur Usaha Terpadu,PT Tbk,"Gang Kapten Muslihat No. 472
Palangkaraya, Kalimantan Timur 56115",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
237,66.000.***.***-***.102,Koperasi Astra Gemilang,PT,"Jl. Merdeka No. 9
Kotamobagu, Sulawesi Utara 19528",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
238,67.000.***.***-***.102,CV Astra Rajawali Berlian,PT,"Gg. Antapani Lama No. 4
Jayapura, DKI Jakarta 10365",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
239,68.000.***.***-***.102,PD Niaga Berkah,UD,"Jl. Suryakencana No. 698
Tidore Kepulauan, Kalimantan Utara 54037",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
240,69.000.***.***-***.102,PD Astra Terpadu,UD,"Gang Ciwastra No. 34
Mataram, Kalimantan Timur 58049",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
241,70.000.***.***-***.102,Firma Makmur Berkah,CV,"Jl. Rajawali Timur No. 80
Bukittinggi, Jawa Barat 39031",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
242,71.000.***.***-***.102,PT Tbk Lestari Prima Cendana,UD,"Jl. KH Amin Jasuta No. 45
Samarinda, JA 47567",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
243,72.000.***.***-***.102,PD Sentosa Sinar Mitra,CV,"Gang Siliwangi No. 203
Ternate, Riau 32984",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
244,73.000.***.***-***.102,PT Tbk Mandiri Mega,Firma,"Gang BKR No. 7
Sorong, Nusa Tenggara Timur 24368",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
245,74.000.***.***-***.102,PT Tbk Garuda Usaha Utama,UD,"Jl. Ahmad Yani No. 120
Langsa, Sulawesi Selatan 99113",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
246,75.000.***.***-***.102,Firma Usaha Cipta Permata,UD,"Gg. Pacuan Kuda No. 72
Banda Aceh, MA 95133",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
247,76.000.***.***-***.102,PT Tbk Utama Global,UD,"Jl. Siliwangi No. 2
Semarang, DI Yogyakarta 75993",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
248,77.000.***.***-***.102,CV Mitra Sentosa Sinar,PT Tbk,"Gg. Bangka Raya No. 920
Padang, KI 41187",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
249,78.000.***.***-***.102,CV Permata Nusantara,PT,"Jl. Gegerkalong Hilir No. 7
Metro, KU 83523",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
250,79.000.***.***-***.102,UD Niaga Cipta,PT,"Jl. Abdul Muis No. 70
Kupang, Kalimantan Barat 87225",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
251,80.000.***.***-***.102,Koperasi Berlian Prima Usaha,Firma,"Jl. Ahmad Dahlan No. 5
Padang, Kalimantan Selatan 71481",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
252,81.000.***.***-***.102,Firma Berkah Prima Garuda,PT Tbk,"Jalan Ronggowarsito No. 598
Sabang, Sulawesi Tenggara 13331",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
253,82.000.***.***-***.102,PT Karya Utama Makmur,Firma,"Jl. Pacuan Kuda No. 924
Tomohon, Sulawesi Tengah 96343",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
254,83.000.***.***-***.102,PT Terpadu Nusantara Mitra,UD,"Gg. Pacuan Kuda No. 88
Cilegon, Jawa Timur 14074",Non-Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
255,84.000.***.***-***.102,CV Permata Garuda,PT,"Jalan Stasiun Wonokromo No. 7
Tarakan, PB 15486",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
256,85.000.***.***-***.102,PT Tbk Berlian Rajawali,PT,"Gang Jayawijaya No. 475
Surabaya, Sulawesi Selatan 48139",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
257,86.000.***.***-***.102,Perum Permata Nusantara,PT,"Gg. Cikapayang No. 186
Probolinggo, KT 39232",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
258,87.000.***.***-***.102,Firma Mandiri Prima,UD,"Gg. Rajawali Timur No. 4
Kota Administrasi Jakarta Selatan, JI 42652",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
259,88.000.***.***-***.102,PD Jaya Indo Sentosa,PT,"Jl. Peta No. 963
Palu, Lampung 48984",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
260,89.000.***.***-***.102,UD Garuda Makmur Sinar,PT Tbk,"Gg. Raya Setiabudhi No. 8
Tebingtinggi, ST 15521",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
261,90.000.***.***-***.102,PT Makmur Sinar Astra,CV,"Gang Suryakencana No. 99
Samarinda, Sulawesi Utara 65859",Non-Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
262,91.000.***.***-***.102,PD Karya Rajawali Mandiri,CV,"Jalan Sukabumi No. 292
Bekasi, Banten 79517",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
