id,from_entity_type,from_entity_id,to_entity_type,to_entity_id,relationship_type,pct,effective_from,effective_to,source,confidence,notes,created_at
410,BENEFICIAL_OWNER,410,TAXPAYER,5140,OWNERSHIP,9.57,2024-04-01,,BO Registry,0.97,,2026-01-15 14:25:59.131361+00
411,BENEFICIAL_OWNER,411,TAXPAYER,10976,OWNERSHIP,54.28,2018-02-01,,BO Registry,0.94,,2026-01-15 14:25:59.131361+00
412,BENEFICIAL_OWNER,412,TAXPAYER,23142,OWNERSHIP,29.39,2024-07-01,,BO Registry,0.84,,2026-01-15 14:25:59.131361+00
413,BENEFICIAL_OWNER,413,TAXPAYER,21500,OWNERSHIP,36.20,2023-07-01,,BO Registry,0.73,,2026-01-15 14:25:59.131361+00
414,BENEFICIAL_OWNER,414,TAXPAYER,28560,OWNERSHIP,77.33,2019-04-01,,BO Registry,0.93,,2026-01-15 14:25:59.131361+00
415,BENEFICIAL_OWNER,415,TAXPAYER,814,OWNERSHIP,30.08,2022-08-01,,BO Registry,0.73,,2026-01-15 14:25:59.131361+00
416,BENEFICIAL_OWNER,416,TAXPAYER,20257,OWNERSHIP,66.44,2022-04-01,,BO Registry,0.96,,2026-01-15 14:25:59.131361+00
417,BENEFICIAL_OWNER,417,TAXPAYER,3712,OWNERSHIP,31.39,2023-11-01,,BO Registry,0.98,,2026-01-15 14:25:59.131361+00
418,BENEFICIAL_OWNER,418,TAXPAYER,5177,OWNERSHIP,8.08,2021-02-01,,BO Registry,0.80,,2026-01-15 14:25:59.131361+00
419,BENEFICIAL_OWNER,419,TAXPAYER,12858,OWNERSHIP,42.92,2023-09-01,,BO Registry,0.82,,2026-01-15 14:25:59.131361+00
420,BENEFICIAL_OWNER,420,TAXPAYER,19400,OWNERSHIP,88.48,2024-08-01,,BO Registry,0.91,,2026-01-15 14:25:59.131361+00
421,BENEFICIAL_OWNER,421,TAXPAYER,28348,OWNERSHIP,84.35,2024-11-01,,BO Registry,0.77,,2026-01-15 14:25:59.131361+00
422,BENEFICIAL_OWNER,422,TAXPAYER,1610,OWNERSHIP,88.47,2023-01-01,,BO Registry,0.93,,2026-01-15 14:25:59.131361+00
423,BENEFICIAL_OWNER,423,TAXPAYER,26248,OWNERSHIP,88.69,2024-02-01,,BO Registry,0.85,,2026-01-15 14:25:59.131361+00
424,BENEFICIAL_OWNER,424,TAXPAYER,24861,OWNERSHIP,37.65,2018-09-01,,BO Registry,0.92,,2026-01-15 14:25:59.131361+00
425,BENEFICIAL_OWNER,425,TAXPAYER,8228,OWNERSHIP,78.62,2024-04-01,,BO Registry,0.90,,2026-01-15 14:25:59.131361+00
426,BENEFICIAL_OWNER,426,TAXPAYER,11038,OWNERSHIP,46.76,2019-06-01,,BO Registry,0.95,,2026-01-15 14:25:59.131361+00
427,BENEFICIAL_OWNER,427,TAXPAYER,234,OWNERSHIP,35.15,2023-07-01,,BO Registry,0.72,,2026-01-15 14:25:59.131361+00
428,BENEFICIAL_OWNER,428,TAXPAYER,28588,OWNERSHIP,21.90,2024-01-01,,BO Registry,0.96,,2026-01-15 14:25:59.131361+00
429,BENEFICIAL_OWNER,429,TAXPAYER,16523,OWNERSHIP,56.22,2023-01-01,,BO Registry,0.74,,2026-01-15 14:25:59.131361+00
430,BENEFICIAL_OWNER,430,TAXPAYER,16052,OWNERSHIP,71.26,2018-12-01,,BO Registry,0.77,,2026-01-15 14:25:59.131361+00
431,BENEFICIAL_OWNER,431,TAXPAYER,10059,OWNERSHIP,47.28,2023-06-01,,BO Registry,0.85,,2026-01-15 14:25:59.131361+00
432,BENEFICIAL_OWNER,432,TAXPAYER,22833,OWNERSHIP,74.21,2019-01-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
433,BENEFICIAL_OWNER,433,TAXPAYER,17314,OWNERSHIP,35.03,2020-06-01,,BO Registry,0.86,,2026-01-15 14:25:59.131361+00
434,BENEFICIAL_OWNER,434,TAXPAYER,19191,OWNERSHIP,49.47,2023-07-01,,BO Registry,0.91,,2026-01-15 14:25:59.131361+00
435,BENEFICIAL_OWNER,435,TAXPAYER,22815,OWNERSHIP,12.03,2018-06-01,,BO Registry,0.91,,2026-01-15 14:25:59.131361+00
436,BENEFICIAL_OWNER,436,TAXPAYER,16113,OWNERSHIP,79.24,2023-02-01,,BO Registry,0.88,,2026-01-15 14:25:59.131361+00
437,BENEFICIAL_OWNER,437,TAXPAYER,6175,OWNERSHIP,60.70,2023-07-01,,BO Registry,0.85,,2026-01-15 14:25:59.131361+00
438,BENEFICIAL_OWNER,438,TAXPAYER,18635,OWNERSHIP,13.11,2019-06-01,,BO Registry,0.74,,2026-01-15 14:25:59.131361+00
439,BENEFICIAL_OWNER,439,TAXPAYER,26617,OWNERSHIP,53.96,2022-02-01,,BO Registry,0.90,,2026-01-15 14:25:59.131361+00
440,BENEFICIAL_OWNER,440,TAXPAYER,12277,OWNERSHIP,64.38,2022-06-01,,BO Registry,0.71,,2026-01-15 14:25:59.131361+00
441,BENEFICIAL_OWNER,441,TAXPAYER,23799,OWNERSHIP,21.75,2019-10-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
442,BENEFICIAL_OWNER,442,TAXPAYER,29188,OWNERSHIP,89.93,2023-12-01,,BO Registry,0.83,,2026-01-15 14:25:59.131361+00
443,BENEFICIAL_OWNER,443,TAXPAYER,1568,OWNERSHIP,82.94,2023-10-01,,BO Registry,0.72,,2026-01-15 14:25:59.131361+00
444,BENEFICIAL_OWNER,444,TAXPAYER,23637,OWNERSHIP,69.56,2019-04-01,,BO Registry,0.94,,2026-01-15 14:25:59.131361+00
445,BENEFICIAL_OWNER,445,TAXPAYER,3432,OWNERSHIP,93.28,2020-10-01,,BO Registry,0.89,,2026-01-15 14:25:59.131361+00
446,BENEFICIAL_OWNER,446,TAXPAYER,21189,OWNERSHIP,90.69,2018-08-01,,BO Registry,0.94,,2026-01-15 14:25:59.131361+00
447,BENEFICIAL_OWNER,447,TAXPAYER,2388,OWNERSHIP,63.31,2019-10-01,,BO Registry,0.80,,2026-01-15 14:25:59.131361+00
448,BENEFICIAL_OWNER,448,TAXPAYER,29645,OWNERSHIP,94.52,2024-06-01,,BO Registry,0.86,,2026-01-15 14:25:59.131361+00
449,BENEFICIAL_OWNER,449,TAXPAYER,2295,OWNERSHIP,10.29,2023-04-01,,BO Registry,0.72,,2026-01-15 14:25:59.131361+00
450,BENEFICIAL_OWNER,450,TAXPAYER,185,OWNERSHIP,40.07,2022-04-01,,BO Registry,0.90,,2026-01-15 14:25:59.131361+00
451,BENEFICIAL_OWNER,451,TAXPAYER,4131,OWNERSHIP,59.61,2023-12-01,,BO Registry,0.76,,2026-01-15 14:25:59.131361+00
452,BENEFICIAL_OWNER,452,TAXPAYER,19945,OWNERSHIP,23.52,2020-04-01,,BO Registry,0.86,,2026-01-15 14:25:59.131361+00
453,BENEFICIAL_OWNER,453,TAXPAYER,26646,OWNERSHIP,17.82,2019-01-01,,BO Registry,0.79,,2026-01-15 14:25:59.131361+00
454,BENEFICIAL_OWNER,454,TAXPAYER,20961,OWNERSHIP,45.14,2023-01-01,,BO Registry,0.93,,2026-01-15 14:25:59.131361+00
455,BENEFICIAL_OWNER,455,TAXPAYER,595,OWNERSHIP,79.53,2024-10-01,,BO Registry,0.95,,2026-01-15 14:25:59.131361+00
456,BENEFICIAL_OWNER,456,TAXPAYER,24793,OWNERSHIP,31.42,2018-12-01,,BO Registry,0.79,,2026-01-15 14:25:59.131361+00
457,BENEFICIAL_OWNER,457,TAXPAYER,23973,OWNERSHIP,93.10,2019-11-01,,BO Registry,0.94,,2026-01-15 14:25:59.131361+00
458,BENEFICIAL_OWNER,458,TAXPAYER,14941,OWNERSHIP,69.36,2019-09-01,,BO Registry,0.76,,2026-01-15 14:25:59.131361+00
459,BENEFICIAL_OWNER,459,TAXPAYER,28383,OWNERSHIP,46.64,2020-05-01,,BO Registry,0.78,,2026-01-15 14:25:59.131361+00
460,BENEFICIAL_OWNER,460,TAXPAYER,19877,OWNERSHIP,30.48,2024-07-01,,BO Registry,0.84,,2026-01-15 14:25:59.131361+00
461,BENEFICIAL_OWNER,461,TAXPAYER,18561,OWNERSHIP,66.22,2024-07-01,,BO Registry,0.92,,2026-01-15 14:25:59.131361+00
462,BENEFICIAL_OWNER,462,TAXPAYER,28852,OWNERSHIP,28.07,2020-09-01,,BO Registry,0.84,,2026-01-15 14:25:59.131361+00
463,BENEFICIAL_OWNER,463,TAXPAYER,24143,OWNERSHIP,67.87,2024-02-01,,BO Registry,0.82,,2026-01-15 14:25:59.131361+00
464,BENEFICIAL_OWNER,464,TAXPAYER,26544,OWNERSHIP,36.87,2023-09-01,,BO Registry,0.94,,2026-01-15 14:25:59.131361+00
465,BENEFICIAL_OWNER,465,TAXPAYER,16805,OWNERSHIP,52.08,2023-04-01,,BO Registry,0.85,,2026-01-15 14:25:59.131361+00
466,BENEFICIAL_OWNER,466,TAXPAYER,12015,OWNERSHIP,90.37,2020-11-01,,BO Registry,0.97,,2026-01-15 14:25:59.131361+00
467,BENEFICIAL_OWNER,467,TAXPAYER,21847,OWNERSHIP,65.35,2022-12-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
468,BENEFICIAL_OWNER,468,TAXPAYER,7484,OWNERSHIP,19.37,2019-04-01,,BO Registry,0.75,,2026-01-15 14:25:59.131361+00
469,BENEFICIAL_OWNER,469,TAXPAYER,13550,OWNERSHIP,8.96,2024-06-01,,BO Registry,0.95,,2026-01-15 14:25:59.131361+00
470,BENEFICIAL_OWNER,470,TAXPAYER,18372,OWNERSHIP,81.04,2019-06-01,,BO Registry,0.71,,2026-01-15 14:25:59.131361+00
471,BENEFICIAL_OWNER,471,TAXPAYER,17618,OWNERSHIP,58.41,2021-10-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
472,BENEFICIAL_OWNER,472,TAXPAYER,22692,OWNERSHIP,35.54,2019-09-01,,BO Registry,0.80,,2026-01-15 14:25:59.131361+00
473,BENEFICIAL_OWNER,473,TAXPAYER,4841,OWNERSHIP,33.93,2018-11-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
474,BENEFICIAL_OWNER,474,TAXPAYER,17140,OWNERSHIP,56.95,2019-02-01,,BO Registry,0.70,,2026-01-15 14:25:59.131361+00
475,BENEFICIAL_OWNER,475,TAXPAYER,15224,OWNERSHIP,62.31,2023-10-01,,BO Registry,0.79,,2026-01-15 14:25:59.131361+00
476,BENEFICIAL_OWNER,476,TAXPAYER,26784,OWNERSHIP,5.11,2023-10-01,,BO Registry,0.87,,2026-01-15 14:25:59.131361+00
477,BENEFICIAL_OWNER,477,TAXPAYER,470,OWNERSHIP,17.75,2021-05-01,,BO Registry,0.79,,2026-01-15 14:25:59.131361+00
478,BENEFICIAL_OWNER,478,TAXPAYER,8131,OWNERSHIP,91.90,2018-08-01,,BO Registry,0.85,,2026-01-15 14:25:59.131361+00
479,BENEFICIAL_OWNER,479,TAXPAYER,28689,OWNERSHIP,86.31,2018-07-01,,BO Registry,0.90,,2026-01-15 14:25:59.131361+00
480,BENEFICIAL_OWNER,480,TAXPAYER,25735,OWNERSHIP,16.44,2020-04-01,,BO Registry,0.80,,2026-01-15 14:25:59.131361+00
481,BENEFICIAL_OWNER,481,TAXPAYER,13247,OWNERSHIP,27.32,2023-07-01,,BO Registry,1.00,,2026-01-15 14:25:59.131361+00
482,BENEFICIAL_OWNER,482,TAXPAYER,18751,OWNERSHIP,54.76,2024-03-01,,BO Registry,0.97,,2026-01-15 14:25:59.131361+00
483,BENEFICIAL_OWNER,483,TAXPAYER,21794,OWNERSHIP,44.20,2023-04-01,,BO Registry,0.91,,2026-01-15 14:25:59.131361+00
484,BENEFICIAL_OWNER,484,TAXPAYER,15718,OWNERSHIP,76.97,2024-02-01,,BO Registry,0.98,,2026-01-15 14:25:59.131361+00
485,BENEFICIAL_OWNER,485,TAXPAYER,25732,OWNERSHIP,14.63,2018-04-01,,BO Registry,0.80,,2026-01-15 14:25:59.131361+00
486,BENEFICIAL_OWNER,486,TAXPAYER,11043,OWNERSHIP,11.29,2023-10-01,,BO Registry,0.95,,2026-01-15 14:25:59.131361+00
487,BENEFICIAL_OWNER,487,TAXPAYER,2625,OWNERSHIP,64.31,2019-11-01,,BO Registry,0.73,,2026-01-15 14:25:59.131361+00
488,BENEFICIAL_OWNER,488,TAXPAYER,19591,OWNERSHIP,37.89,2023-10-01,,BO Registry,0.92,,2026-01-15 14:25:59.131361+00
489,BENEFICIAL_OWNER,489,TAXPAYER,29081,OWNERSHIP,75.50,2018-06-01,,BO Registry,0.86,,2026-01-15 14:25:59.131361+00
490,BENEFICIAL_OWNER,490,TAXPAYER,29042,OWNERSHIP,45.71,2023-09-01,,BO Registry,0.91,,2026-01-15 14:25:59.131361+00
491,BENEFICIAL_OWNER,491,TAXPAYER,9126,OWNERSHIP,58.83,2024-07-01,,BO Registry,0.82,,2026-01-15 14:25:59.131361+00
492,BENEFICIAL_OWNER,492,TAXPAYER,5520,OWNERSHIP,39.07,2023-11-01,,BO Registry,0.83,,2026-01-15 14:25:59.131361+00
493,BENEFICIAL_OWNER,493,TAXPAYER,19851,OWNERSHIP,71.70,2021-04-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
494,BENEFICIAL_OWNER,494,TAXPAYER,15046,OWNERSHIP,44.51,2019-06-01,,BO Registry,0.72,,2026-01-15 14:25:59.131361+00
495,BENEFICIAL_OWNER,495,TAXPAYER,12452,OWNERSHIP,18.09,2021-10-01,,BO Registry,0.97,,2026-01-15 14:25:59.131361+00
496,BENEFICIAL_OWNER,496,TAXPAYER,12653,OWNERSHIP,72.35,2019-02-01,,BO Registry,0.80,,2026-01-15 14:25:59.131361+00
497,BENEFICIAL_OWNER,497,TAXPAYER,12631,OWNERSHIP,61.54,2023-07-01,,BO Registry,0.83,,2026-01-15 14:25:59.131361+00
498,BENEFICIAL_OWNER,498,TAXPAYER,21874,OWNERSHIP,27.51,2019-11-01,,BO Registry,0.83,,2026-01-15 14:25:59.131361+00
499,BENEFICIAL_OWNER,499,TAXPAYER,4893,OWNERSHIP,26.59,2018-09-01,,BO Registry,0.75,,2026-01-15 14:25:59.131361+00
500,BENEFICIAL_OWNER,500,TAXPAYER,16218,OWNERSHIP,24.30,2020-01-01,,BO Registry,0.71,,2026-01-15 14:25:59.131361+00
501,BENEFICIAL_OWNER,501,TAXPAYER,4016,OWNERSHIP,11.83,2021-02-01,,BO Registry,0.72,,2026-01-15 14:25:59.131361+00
502,BENEFICIAL_OWNER,502,TAXPAYER,15454,OWNERSHIP,24.17,2019-11-01,,BO Registry,0.95,,2026-01-15 14:25:59.131361+00
503,BENEFICIAL_OWNER,503,TAXPAYER,12897,OWNERSHIP,42.91,2021-11-01,,BO Registry,0.74,,2026-01-15 14:25:59.131361+00
504,BENEFICIAL_OWNER,504,TAXPAYER,13689,OWNERSHIP,47.06,2019-11-01,,BO Registry,0.70,,2026-01-15 14:25:59.131361+00
505,BENEFICIAL_OWNER,505,TAXPAYER,27816,OWNERSHIP,40.38,2024-07-01,,BO Registry,0.70,,2026-01-15 14:25:59.131361+00
506,BENEFICIAL_OWNER,506,TAXPAYER,3598,OWNERSHIP,10.45,2019-08-01,,BO Registry,0.79,,2026-01-15 14:25:59.131361+00
507,BENEFICIAL_OWNER,507,TAXPAYER,6258,OWNERSHIP,55.38,2021-11-01,,BO Registry,0.78,,2026-01-15 14:25:59.131361+00
508,BENEFICIAL_OWNER,508,TAXPAYER,17867,OWNERSHIP,11.45,2020-08-01,,BO Registry,0.89,,2026-01-15 14:25:59.131361+00
509,BENEFICIAL_OWNER,509,TAXPAYER,5830,OWNERSHIP,26.36,2023-02-01,,BO Registry,0.92,,2026-01-15 14:25:59.131361+00
510,BENEFICIAL_OWNER,510,TAXPAYER,21243,OWNERSHIP,89.90,2021-01-01,,BO Registry,0.92,,2026-01-15 14:25:59.131361+00
511,BENEFICIAL_OWNER,511,TAXPAYER,19904,OWNERSHIP,55.73,2020-07-01,,BO Registry,0.91,,2026-01-15 14:25:59.131361+00
512,BENEFICIAL_OWNER,512,TAXPAYER,16151,OWNERSHIP,54.00,2019-07-01,,BO Registry,0.87,,2026-01-15 14:25:59.131361+00
513,BENEFICIAL_OWNER,513,TAXPAYER,2972,OWNERSHIP,20.60,2018-08-01,,BO Registry,0.78,,2026-01-15 14:25:59.131361+00
514,BENEFICIAL_OWNER,514,TAXPAYER,17737,OWNERSHIP,74.55,2018-11-01,,BO Registry,0.85,,2026-01-15 14:25:59.131361+00
515,BENEFICIAL_OWNER,515,TAXPAYER,24375,OWNERSHIP,25.30,2023-07-01,,BO Registry,0.88,,2026-01-15 14:25:59.131361+00
516,BENEFICIAL_OWNER,516,TAXPAYER,6943,OWNERSHIP,46.06,2019-04-01,,BO Registry,0.70,,2026-01-15 14:25:59.131361+00
517,BENEFICIAL_OWNER,517,TAXPAYER,24367,OWNERSHIP,53.44,2021-11-01,,BO Registry,0.87,,2026-01-15 14:25:59.131361+00
518,BENEFICIAL_OWNER,518,TAXPAYER,5657,OWNERSHIP,6.37,2023-09-01,,BO Registry,0.96,,2026-01-15 14:25:59.131361+00
519,BENEFICIAL_OWNER,519,TAXPAYER,21551,OWNERSHIP,38.00,2021-03-01,,BO Registry,0.94,,2026-01-15 14:25:59.131361+00
520,BENEFICIAL_OWNER,520,TAXPAYER,9860,OWNERSHIP,35.21,2023-05-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
521,BENEFICIAL_OWNER,521,TAXPAYER,7588,OWNERSHIP,49.10,2021-09-01,,BO Registry,0.98,,2026-01-15 14:25:59.131361+00
522,BENEFICIAL_OWNER,522,TAXPAYER,8245,OWNERSHIP,11.70,2019-05-01,,BO Registry,0.86,,2026-01-15 14:25:59.131361+00
523,BENEFICIAL_OWNER,523,TAXPAYER,5986,OWNERSHIP,36.37,2023-06-01,,BO Registry,0.96,,2026-01-15 14:25:59.131361+00
524,BENEFICIAL_OWNER,524,TAXPAYER,23808,OWNERSHIP,58.54,2019-11-01,,BO Registry,0.97,,2026-01-15 14:25:59.131361+00
525,BENEFICIAL_OWNER,525,TAXPAYER,23481,OWNERSHIP,94.02,2018-04-01,,BO Registry,0.87,,2026-01-15 14:25:59.131361+00
526,BENEFICIAL_OWNER,526,TAXPAYER,22941,OWNERSHIP,71.15,2023-10-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
527,BENEFICIAL_OWNER,527,TAXPAYER,22405,OWNERSHIP,17.55,2020-03-01,,BO Registry,0.79,,2026-01-15 14:25:59.131361+00
528,BENEFICIAL_OWNER,528,TAXPAYER,18355,OWNERSHIP,88.14,2020-02-01,,BO Registry,0.73,,2026-01-15 14:25:59.131361+00
529,BENEFICIAL_OWNER,529,TAXPAYER,11049,OWNERSHIP,39.15,2024-12-01,,BO Registry,0.94,,2026-01-15 14:25:59.131361+00
530,BENEFICIAL_OWNER,530,TAXPAYER,14777,OWNERSHIP,53.62,2024-03-01,,BO Registry,0.72,,2026-01-15 14:25:59.131361+00
531,BENEFICIAL_OWNER,531,TAXPAYER,2517,OWNERSHIP,79.51,2020-12-01,,BO Registry,0.92,,2026-01-15 14:25:59.131361+00
532,BENEFICIAL_OWNER,532,TAXPAYER,2904,OWNERSHIP,71.70,2023-09-01,,BO Registry,0.70,,2026-01-15 14:25:59.131361+00
533,BENEFICIAL_OWNER,533,TAXPAYER,2847,OWNERSHIP,90.42,2024-05-01,,BO Registry,0.76,,2026-01-15 14:25:59.131361+00
534,BENEFICIAL_OWNER,534,TAXPAYER,4579,OWNERSHIP,30.00,2018-08-01,,BO Registry,0.71,,2026-01-15 14:25:59.131361+00
535,BENEFICIAL_OWNER,535,TAXPAYER,12033,OWNERSHIP,12.91,2020-12-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
536,BENEFICIAL_OWNER,536,TAXPAYER,28921,OWNERSHIP,8.90,2023-11-01,,BO Registry,0.75,,2026-01-15 14:25:59.131361+00
537,BENEFICIAL_OWNER,537,TAXPAYER,4288,OWNERSHIP,6.52,2023-08-01,,BO Registry,0.79,,2026-01-15 14:25:59.131361+00
538,BENEFICIAL_OWNER,538,TAXPAYER,20594,OWNERSHIP,46.68,2024-11-01,,BO Registry,0.72,,2026-01-15 14:25:59.131361+00
539,BENEFICIAL_OWNER,539,TAXPAYER,9366,OWNERSHIP,42.70,2022-08-01,,BO Registry,0.75,,2026-01-15 14:25:59.131361+00
540,BENEFICIAL_OWNER,540,TAXPAYER,21293,OWNERSHIP,62.49,2023-08-01,,BO Registry,0.80,,2026-01-15 14:25:59.131361+00
541,BENEFICIAL_OWNER,541,TAXPAYER,9346,OWNERSHIP,33.17,2022-07-01,,BO Registry,0.74,,2026-01-15 14:25:59.131361+00
542,BENEFICIAL_OWNER,542,TAXPAYER,25909,OWNERSHIP,92.42,2021-07-01,,BO Registry,0.82,,2026-01-15 14:25:59.131361+00
543,BENEFICIAL_OWNER,543,TAXPAYER,16605,OWNERSHIP,67.27,2020-06-01,,BO Registry,0.93,,2026-01-15 14:25:59.131361+00
544,BENEFICIAL_OWNER,544,TAXPAYER,217,OWNERSHIP,10.01,2024-03-01,,BO Registry,0.87,,2026-01-15 14:25:59.131361+00
545,BENEFICIAL_OWNER,545,TAXPAYER,18567,OWNERSHIP,66.49,2020-03-01,,BO Registry,0.78,,2026-01-15 14:25:59.131361+00
546,BENEFICIAL_OWNER,546,TAXPAYER,2523,OWNERSHIP,36.45,2024-05-01,,BO Registry,0.85,,2026-01-15 14:25:59.131361+00
547,BENEFICIAL_OWNER,547,TAXPAYER,16108,OWNERSHIP,63.90,2022-05-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
548,BENEFICIAL_OWNER,548,TAXPAYER,5124,OWNERSHIP,89.37,2020-04-01,,BO Registry,0.93,,2026-01-15 14:25:59.131361+00
549,BENEFICIAL_OWNER,549,TAXPAYER,21413,OWNERSHIP,57.30,2020-12-01,,BO Registry,0.77,,2026-01-15 14:25:59.131361+00
550,BENEFICIAL_OWNER,550,TAXPAYER,9391,OWNERSHIP,70.85,2021-10-01,,BO Registry,0.76,,2026-01-15 14:25:59.131361+00
551,BENEFICIAL_OWNER,551,TAXPAYER,1776,OWNERSHIP,28.01,2018-05-01,,BO Registry,0.89,,2026-01-15 14:25:59.131361+00
552,BENEFICIAL_OWNER,552,TAXPAYER,25939,OWNERSHIP,8.38,2019-01-01,,BO Registry,0.78,,2026-01-15 14:25:59.131361+00
553,BENEFICIAL_OWNER,553,TAXPAYER,7017,OWNERSHIP,75.19,2023-11-01,,BO Registry,0.83,,2026-01-15 14:25:59.131361+00
554,BENEFICIAL_OWNER,554,TAXPAYER,4514,OWNERSHIP,56.00,2023-07-01,,BO Registry,0.82,,2026-01-15 14:25:59.131361+00
555,BENEFICIAL_OWNER,555,TAXPAYER,8334,OWNERSHIP,37.67,2018-04-01,,BO Registry,0.98,,2026-01-15 14:25:59.131361+00
556,BENEFICIAL_OWNER,556,TAXPAYER,29684,OWNERSHIP,63.37,2020-10-01,,BO Registry,0.79,,2026-01-15 14:25:59.131361+00
557,BENEFICIAL_OWNER,557,TAXPAYER,16668,OWNERSHIP,43.40,2018-12-01,,BO Registry,0.79,,2026-01-15 14:25:59.131361+00
558,BENEFICIAL_OWNER,558,TAXPAYER,9459,OWNERSHIP,46.53,2024-05-01,,BO Registry,0.84,,2026-01-15 14:25:59.131361+00
559,BENEFICIAL_OWNER,559,TAXPAYER,12757,OWNERSHIP,24.99,2022-07-01,,BO Registry,0.90,,2026-01-15 14:25:59.131361+00
560,BENEFICIAL_OWNER,560,TAXPAYER,5317,OWNERSHIP,54.48,2023-11-01,,BO Registry,0.81,,2026-01-15 14:25:59.131361+00
561,BENEFICIAL_OWNER,561,TAXPAYER,17595,OWNERSHIP,89.12,2021-03-01,,BO Registry,0.90,,2026-01-15 14:25:59.131361+00
562,BENEFICIAL_OWNER,562,TAXPAYER,24159,OWNERSHIP,11.01,2024-12-01,,BO Registry,0.88,,2026-01-15 14:25:59.131361+00
563,BENEFICIAL_OWNER,563,TAXPAYER,22618,OWNERSHIP,38.58,2023-02-01,,BO Registry,0.86,,2026-01-15 14:25:59.131361+00
564,BENEFICIAL_OWNER,564,TAXPAYER,10348,OWNERSHIP,49.78,2021-02-01,,BO Registry,0.91,,2026-01-15 14:25:59.131361+00
565,BENEFICIAL_OWNER,565,TAXPAYER,946,OWNERSHIP,86.20,2018-04-01,,BO Registry,0.78,,2026-01-15 14:25:59.131361+00
566,BENEFICIAL_OWNER,566,TAXPAYER,80,OWNERSHIP,7.48,2020-05-01,,BO Registry,0.81,,2026-01-15 14:25:59.131361+00
567,BENEFICIAL_OWNER,567,TAXPAYER,29221,OWNERSHIP,10.15,2024-02-01,,BO Registry,1.00,,2026-01-15 14:25:59.131361+00
568,BENEFICIAL_OWNER,568,TAXPAYER,2514,OWNERSHIP,45.39,2021-11-01,,BO Registry,0.79,,2026-01-15 14:25:59.131361+00
569,BENEFICIAL_OWNER,569,TAXPAYER,28760,OWNERSHIP,15.03,2023-02-01,,BO Registry,0.85,,2026-01-15 14:25:59.131361+00
570,BENEFICIAL_OWNER,570,TAXPAYER,27878,OWNERSHIP,69.82,2020-02-01,,BO Registry,0.92,,2026-01-15 14:25:59.131361+00
571,BENEFICIAL_OWNER,571,TAXPAYER,27227,OWNERSHIP,50.59,2023-06-01,,BO Registry,0.88,,2026-01-15 14:25:59.131361+00
572,BENEFICIAL_OWNER,572,TAXPAYER,4035,OWNERSHIP,44.85,2020-12-01,,BO Registry,0.88,,2026-01-15 14:25:59.131361+00
573,BENEFICIAL_OWNER,573,TAXPAYER,22056,OWNERSHIP,16.80,2024-07-01,,BO Registry,0.87,,2026-01-15 14:25:59.131361+00
574,BENEFICIAL_OWNER,574,TAXPAYER,19233,OWNERSHIP,16.13,2021-03-01,,BO Registry,0.92,,2026-01-15 14:25:59.131361+00
575,BENEFICIAL_OWNER,575,TAXPAYER,29422,OWNERSHIP,56.38,2024-09-01,,BO Registry,0.72,,2026-01-15 14:25:59.131361+00
576,BENEFICIAL_OWNER,576,TAXPAYER,13444,OWNERSHIP,48.98,2023-03-01,,BO Registry,0.92,,2026-01-15 14:25:59.131361+00
577,BENEFICIAL_OWNER,577,TAXPAYER,15943,OWNERSHIP,9.67,2020-03-01,,BO Registry,0.78,,2026-01-15 14:25:59.131361+00
578,BENEFICIAL_OWNER,578,TAXPAYER,7656,OWNERSHIP,15.84,2023-12-01,,BO Registry,0.80,,2026-01-15 14:25:59.131361+00
579,BENEFICIAL_OWNER,579,TAXPAYER,14422,OWNERSHIP,59.17,2024-07-01,,BO Registry,0.99,,2026-01-15 14:25:59.131361+00
580,BENEFICIAL_OWNER,580,TAXPAYER,4875,OWNERSHIP,12.99,2023-12-01,,BO Registry,0.85,,2026-01-15 14:25:59.131361+00
581,BENEFICIAL_OWNER,581,TAXPAYER,2106,OWNERSHIP,49.88,2023-02-01,,BO Registry,0.98,,2026-01-15 14:25:59.131361+00
582,BENEFICIAL_OWNER,582,TAXPAYER,11367,OWNERSHIP,85.38,2021-07-01,,BO Registry,0.83,,2026-01-15 14:25:59.131361+00
583,BENEFICIAL_OWNER,583,TAXPAYER,18240,OWNERSHIP,27.31,2023-02-01,,BO Registry,0.86,,2026-01-15 14:25:59.131361+00
584,BENEFICIAL_OWNER,584,TAXPAYER,12037,OWNERSHIP,29.34,2022-04-01,,BO Registry,0.95,,2026-01-15 14:25:59.131361+00
585,BENEFICIAL_OWNER,585,TAXPAYER,17132,OWNERSHIP,89.61,2021-07-01,,BO Registry,0.85,,2026-01-15 14:25:59.131361+00
